banos,ciudad,comunidad,habitaciones,link,particular,precio,referencia,superficie,web
1,Pinto,Madrid,1,https://www.fotocasa.es/es/comprar/vivienda/pinto/aire-acondicionado-terraza/150481169/d?RowGrid=2&tti=1&opi=300,Profesional,119.000,150481169,61,Fotocasa
1, Madrid Capital,Madrid,4,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero/149698339/d?RowGrid=1&tti=1&opi=300,Profesional,320.000,149698339,126,Fotocasa
2,Leganés,Madrid,4,https://www.fotocasa.es/es/comprar/vivienda/leganes/aire-acondicionado-calefaccion-terraza-ascensor-se-aceptan-mascotas/150376847/d?RowGrid=3&tti=1&opi=300,Profesional,170.000,150376847,100,Fotocasa
3,Leganés,Madrid,4,https://www.fotocasa.es/es/comprar/vivienda/leganes/calefaccion-parking-jardin-terraza-patio/150266547/d?RowGrid=2&tti=1&opi=300,Profesional,357.000,150266547,230,Fotocasa
2, Madrid Capital,Madrid,4,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor/149616444/d?RowGrid=3&tti=1&opi=300,Profesional,635.000,149616444,138,Fotocasa
1, Madrid Capital,Madrid,3,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-patio/150801921/d?RowGrid=4&tti=1&opi=300,Profesional,480.000,150801921,95,Fotocasa
1, Madrid Capital,Madrid,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/149608310/d?RowGrid=1&tti=1&opi=300,Profesional,103.000,149608310,55,Fotocasa
1, Madrid Capital,Madrid,3,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/150801971/d?RowGrid=3&tti=1&opi=300,Profesional,375.000,150801971,85,Fotocasa
1, Madrid Capital,Madrid,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/150802014/d?RowGrid=2&tti=1&opi=300,Profesional,180.000,150802014,35,Fotocasa
2,Parla,Madrid,3,https://www.fotocasa.es/es/comprar/vivienda/parla/calefaccion-jardin-terraza-trastero-zona-comunitaria-ascensor-parking-piscina/150802246/d?RowGrid=4&tti=1&opi=300,Particular,154.000,150802246,85,Fotocasa
3,Coslada,Madrid,5,https://www.fotocasa.es/es/comprar/vivienda/coslada/calefaccion-jardin-terraza-patio-piscina/150801918/d?RowGrid=1&tti=1&opi=300,Particular,469.000,150801918,220,Fotocasa
2, Madrid Capital,Madrid,3,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/150802251/d?RowGrid=2&tti=1&opi=300,Profesional,235.000,150802251,129,Fotocasa
1, Madrid Capital,Madrid,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/148645642/d?RowGrid=3&tti=1&opi=300,Profesional,325.000,148645642,50,Fotocasa
1,Leganés,Madrid,3,https://www.fotocasa.es/es/comprar/vivienda/leganes/aire-acondicionado-calefaccion-terraza/148819677/d?RowGrid=4&tti=1&opi=300,Profesional,159.900,148819677,87,Fotocasa
3,Las Rozas de Madrid,Madrid,4,https://www.fotocasa.es/es/comprar/vivienda/las-rozas-de-madrid/calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/150802252/d?RowGrid=1&tti=1&opi=300,Profesional,380.000,150802252,161,Fotocasa
4,Villaviciosa de Odón,Madrid,6,https://www.fotocasa.es/es/comprar/vivienda/villaviciosa-de-odon/calefaccion-parking-jardin-terraza-trastero-piscina/148647623/d?RowGrid=4&tti=1&opi=300,Profesional,750.000,148647623,543,Fotocasa
1,Getafe,Madrid,2,https://www.fotocasa.es/es/comprar/vivienda/getafe/aire-acondicionado-calefaccion/147818260/d?RowGrid=1&tti=1&opi=300,Profesional,117.000,147818260,61,Fotocasa
1,Getafe,Madrid,3,https://www.fotocasa.es/es/comprar/vivienda/getafe/aire-acondicionado-calefaccion-terraza-amueblado/148071503/d?RowGrid=2&tti=1&opi=300,Profesional,125.000,148071503,72,Fotocasa
3, Madrid Capital,Madrid,4,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-zona-comunitaria-ascensor-no-amueblado/149741595/d?RowGrid=3&tti=1&opi=300,Profesional,875.000,149741595,220,Fotocasa
1,Villaviciosa de Odón,Madrid,3,https://www.fotocasa.es/es/comprar/vivienda/villaviciosa-de-odon/aire-acondicionado-terraza/149024113/d?RowGrid=1&tti=1&opi=300,Profesional,224.000,149024113,50,Fotocasa
1, Madrid Capital,Madrid,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-internet/149848758/d?RowGrid=2&tti=1&opi=300,Profesional,299.000,149848758,78,Fotocasa
2, Madrid Capital,Madrid,2,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/147669864/d?RowGrid=2&tti=1&opi=300,Profesional,1.595,147669864,124,Fotocasa
3, Madrid Capital,Madrid,3,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/147731855/d?RowGrid=3&tti=1&opi=300,Profesional,2.000,147731855,242,Fotocasa
2, Madrid Capital,Madrid,2,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/147486171/d?RowGrid=1&tti=1&opi=300,Profesional,797.000,147486171,174,Fotocasa
banos,ciudad,comunidad,habitaciones,link,particular,precio,referencia,superficie,web
2,Tres Cantos,Madrid,2,https://www.pisos.com/comprar/piso-centro_zona_de_la_estacion-9019313949_109700/,Profesional,303.000 , 4993266-13635064,112,Pisos
1,Distrito Ciudad Lineal. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-80011360177_100100/,Profesional,125.000 , PX1452-39033326-39033326,60,Pisos
2,Leganés,Madrid,3,https://www.pisos.com/comprar/piso-zarzaquemada_el_carrascal28915-91706027325_100500/,Profesional,165.000 , SA511-0035-199/819,75,Pisos
5,Pozuelo de Alarcón,Madrid,5,https://www.pisos.com/comprar/chalet-pueblo28223-9229085272_109700/,Profesional,1.150.000 , -14047705,375,Pisos
1,Distrito Centro. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/atico-centro_embajadores_lavapies28012-90862008350_100200/,Profesional,565.000 , TC238-264835,116,Pisos
4,Distrito Fuencarral-El Pardo. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/chalet-mirasierra28049-8520612883_109700/,Profesional,890.000 , -13054803,339,Pisos
2,Torrejón de Ardoz,Madrid,3,https://www.pisos.com/comprar/piso-zona_noreste-93351862786_516494/,Profesional,178.000 , 4516494-TO05419,117,Pisos
2,Leganés,Madrid,4,https://www.pisos.com/comprar/piso-leganes_centro28911-91697766072_101800/,Profesional,264.900 , IF7211-328,135,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-carabanchel_vista_alegre28025-945856909438202_109700/,Profesional,138.900 , 4511827-39982624,69,Pisos
1,San Agustín del Guadalix,Madrid,1,https://www.pisos.com/comprar/piso-san_agustin_del_guadalix_centro_urbano-92523014798_997919/,Profesional,150.000 , 4997919-000879,69,Pisos
1,Distrito San Blas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-san_blas_canillejas28022-92578107229_100500/,Profesional,189.000 , SA897-0003002/2868,71,Pisos
2,Distrito Usera. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-moscardo28026-92597821792_108900/,Profesional,210.000 , XA425-VM8 - GUMERSINDO AZCARATE,87,Pisos
3,Boadilla del Monte,Madrid,4,https://www.pisos.com/comprar/chalet-valdepastores_pino_centinela_las_encinas28669-92536608171_100500/,Profesional,1.165.000 , SA706-606 E/2708,436,Pisos
1,Algete,Madrid,3,https://www.pisos.com/comprar/piso-algete_centro_urbano-92523422383_108900/,Profesional,167.900 , XA442-VMF18 - FÉLIX RODRÍGUEZ DE LA FUENTE (3),86,Pisos
2,Distrito Chamartín. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-90916106552_515749/,Profesional,525.000 , 4515749-000305,100,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-90844604220_100200/,Profesional,109.900 , TC472-307863,63,Pisos
4,Boadilla del Monte,Madrid,4,https://www.pisos.com/comprar/chalet_pareado-boadilla_del_monte_centro-89171106704_516234/,Profesional,750.000 , 4516234-6076868,390,Pisos
1,Distrito Arganzuela. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-chopera28045-89222081983_101800/,Profesional,240.000 , IF7411-187_18,67,Pisos
2,Fuenlabrada,Madrid,4,https://www.pisos.com/comprar/piso-cerro_el_molino-93390755765_515111/,Profesional,199.500 , 4515111-110420192,145,Pisos
2,Distrito Arganzuela. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-palos_de_moguer28045-90064257085_101800/,Profesional,312.000 , IF7411-197_18,104,Pisos
2,Distrito Salamanca. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-fuente_del_berro28028-90881301278_100500/,Profesional,590.000 , SA577-7-802/1569,140,Pisos
3,Rivas-Vaciamadrid,Madrid,4,https://www.pisos.com/comprar/casa_adosada-rivas_urbanizaciones28523-91704986159_100500/,Profesional,365.000 , SA626-10198/2130,162,Pisos
1,Distrito Chamartín. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-90856919006_513641/,Profesional,420.000 , 4513641-MA63,70,Pisos
1,Distrito Hortaleza. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-pinar_del_rey28033-92552506549_101800/,Profesional,297.000 , IF6955-01-VE-HORTALEZA CALLE LOS ARCOS,84,Pisos
2,Distrito Salamanca. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-lista_barrio28006-92594620436_108900/,Profesional,695.000 , XA431-VM0 - GENERAL DÍAZ PORLIER (2),122,Pisos
1,Torrejón de Ardoz,Madrid,3,https://www.pisos.com/comprar/piso-zona_sureste-92569306514_100500/,Profesional,160.000 , SA1158-TORREJON036/5945,92,Pisos
1,Distrito Centro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-centro_palacio28005-92549253173_513738/,Profesional,324.000 , 4513738-13505499,72,Pisos
2,Distrito Ensanche-Espartales. Alcalá de Henares,Madrid,3,https://www.pisos.com/comprar/piso-espartales28806-945856909588812_109700/,Profesional,190.000 , 4992497-13449325,100,Pisos
2,Arroyomolinos,Madrid,3,https://www.pisos.com/comprar/piso-zona_europa-8463033300_109700/,Profesional,186.800 , 4992497-12806155,109,Pisos
1,Leganés,Madrid,1,https://www.pisos.com/comprar/loft-leganes_centro-945856909513298_109700/,Profesional,130.000 , 4510857-078928,75,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-puerta_bonita28025-91679153922_100500/,Profesional,99.900 , SA503-0654/689,61,Pisos
1,Alcobendas,Madrid,3,https://www.pisos.com/comprar/piso-alcobendas_centro28100-88350232401_101800/,Profesional,180.000 , IF6974-147,85,Pisos
2,Distrito Moratalaz. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-marroquina28030-93432723189_100500/,Profesional,295.000 , SA1081-IT00957/4397,90,Pisos
4,Paracuellos de Jarama,Madrid,4,https://www.pisos.com/comprar/casa-viviendas_cruce_carretera_barajas-88343736829_514324/,Profesional,650.000 , 4514324-13011694,400,Pisos
1,Boadilla del Monte,Madrid,2,https://www.pisos.com/comprar/casa_adosada-boadilla_del_monte_centro-91701989051_100200/,Profesional,298.000 , TC369-313555,188,Pisos
1,Distrito San Blas. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-san_blas_amposta-945856909597259_109700/,Profesional,105.000 , 4996397-13515939,63,Pisos
2,Distrito Villaverde. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-villaverde_los_rosales28021-88364482040_517780/,Profesional,235.000 , 4517780-SLZN177,90,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-carabanchel_san_isidro28019-846458747_501191/,Profesional,235.000 , 501191-000193,102,Pisos
1,Majadahonda,Madrid,3,https://www.pisos.com/comprar/piso-majadahonda_casco_antiguo-88391160379_517235/,Profesional,175.000 , 4517235-PO0111640001,80,Pisos
1,El Álamo,Madrid,3,https://www.pisos.com/comprar/casa_unifamiliar-el_alamo_centro_urbano-90897141419_100200/,Profesional,189.900 , TC166-307997,110,Pisos
2,Distrito Vicálvaro. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-el_canaveral-9079532700_109700/,Profesional,237.000 , 4992541-13710475,82,Pisos
3,Majadahonda,Madrid,4,https://www.pisos.com/comprar/duplex-majadahonda_casco_antiguo-91759631863_517235/,Profesional,490.000 , 4517235-PO0137410001,141,Pisos
3,Navalcarnero,Madrid,3,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-81727992393_107200/,Profesional,194.900 , SA155-NAV2223,152,Pisos
2,Fuenlabrada,Madrid,3,https://www.pisos.com/comprar/piso-loranca_nuevo_versalles_parque_miraflores-554734540_500185/,Profesional,186.000 , 500185-05524,115,Pisos
3,San Martín de la Vega,Madrid,4,https://www.pisos.com/comprar/chalet-san_martin_de_la_vega_centro_urbano-92539543221_101800/,Profesional,240.000 , IF6185-1203,150,Pisos
1,Algete,Madrid,3,https://www.pisos.com/comprar/piso-algete_centro_urbano-92591206593_108900/,Profesional,176.990 , XA442-VMF18 - FÉLIX RODRÍGUEZ DE LA FUENTE (2),82,Pisos
2,Valdemoro,Madrid,2,https://www.pisos.com/comprar/piso-valdemoro_centro28341-89167512838_108900/,Profesional,128.000 , XA60-GC VENTA 15,68,Pisos
1,Leganés,Madrid,4,https://www.pisos.com/comprar/piso-leganes_centro-92532285525_993816/,Profesional,143.000 , 4993816-003138,90,Pisos
1,Villanueva de la Cañada,Madrid,1,https://www.pisos.com/comprar/piso-villanueva_de_la_canada_nucleo_urbano-8780742728_109700/,Profesional,191.900 , 4517210-13283692,60,Pisos
2,Distrito Villaverde. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-villaverde_san_andres28021-91686793306_995758/,Profesional,189.000 , 4995758-R-2660,86,Pisos
1,Distrito Villaverde. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-villaverde_san_andres28021-91688206965_995758/,Profesional,95.000 , 4995758-R-2653,61,Pisos
5,Distrito Salamanca. Madrid Capital,Madrid,5,https://www.pisos.com/comprar/piso-goya28001-91730025669_108900/,Profesional,1.990.000 , XA431-VM0 - PRINCIPE DE VERGARA (2),352,Pisos
3,San Agustín del Guadalix,Madrid,4,https://www.pisos.com/comprar/chalet-san_agustin_del_guadalix_centro_urbano-945856909556308_109700/,Profesional,418.000 , 4997919-000824,311,Pisos
3,Distrito San Blas. Madrid Capital,Madrid,5,https://www.pisos.com/comprar/casa_unifamiliar-san_blas_canillejas28022-75889417187_101600/,Profesional,738.000 , IF6617-398,250,Pisos
3,Arganda del Rey,Madrid,4,https://www.pisos.com/comprar/chalet-arganda_del_rey_la_poveda-93359755649_100500/,Profesional,262.500 , SA755-020319-5/2874,225,Pisos
1,Distrito Salamanca. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/apartamento-goya28006-91736792841_108900/,Profesional,290.000 , XA431-VM0 - CONDE DE PEÑALVER,46,Pisos
3,Coslada,Madrid,4,https://www.pisos.com/comprar/casa-las_conejeras_el_esparragal28822-873072004_501036/,Profesional,470.000 , 501036-010999,500,Pisos
1,Colmenar Viejo,Madrid,3,https://www.pisos.com/comprar/piso-colmenar_viejo_centro-92569958544_100100/,Profesional,145.000 , PX953-01571-84819503,85,Pisos
4,Colmenar Viejo,Madrid,10,https://www.pisos.com/comprar/casa_adosada-colmenar_viejo_centro-92597318831_100100/,Profesional,299.900 , PX953-01567-84492905,280,Pisos
1,Distrito Chamartín. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-90838390000_515749/,Profesional,420.000 , 4515749-000310,81,Pisos
2,Fuenlabrada,Madrid,3,https://www.pisos.com/comprar/piso-naranjo_la_serna-93385589007_997755/,Profesional,192.000 , 4997755-75090120001126,114,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-puente_de_vallecas_portazgo28038-85912047265_109300/,Profesional,144.900 , EP349-10593,73,Pisos
1,Fuenlabrada,Madrid,3,https://www.pisos.com/comprar/piso-naranjo_la_serna-92569742364_997755/,Profesional,145.000 , 4997755-7280300119,85,Pisos
2,Rivas-Vaciamadrid,Madrid,3,https://www.pisos.com/comprar/piso-covibar_pablo_iglesias28523-93426415951_100500/,Profesional,140.000 , SA626-10195/2130,84,Pisos
2,Villanueva de la Cañada,Madrid,2,https://www.pisos.com/comprar/piso-villanueva_de_la_canada_nucleo_urbano-8768111193_109700/,Profesional,229.900 , 4517210-13328661,86,Pisos
2,Majadahonda,Madrid,2,https://www.pisos.com/comprar/piso-majadahonda_zona_norte-88351477203_517235/,Profesional,290.000 , 4517235-PO0105940001,83,Pisos
1,Distrito Latina. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-las_aguilas28044-92524761705_100500/,Profesional,312.000 , SA503-A206/689,120,Pisos
1,Colmenar Viejo,Madrid,2,https://www.pisos.com/comprar/piso-colmenar_viejo_san_andres-90912841266_108900/,Profesional,96.050 , XA418-VMF10 - RIO DUERO,66,Pisos
2,Coslada,Madrid,4,https://www.pisos.com/comprar/piso-la_espinilla_parque_blanco-796947431_501036/,Profesional,171.000 , 501036-010950,100,Pisos
2,Sevilla la Nueva,Madrid,3,https://www.pisos.com/comprar/duplex-sevilla_la_nueva_centro_urbano-92523651480_106000/,Profesional,165.000 , NI178-MSLN-199,125,Pisos
1,Distrito Retiro. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-retiro_pacifico28007-93398364194_108900/,Profesional,295.000 , XA423-VMF1 - GRANADA,80,Pisos
2,Colmenar Viejo,Madrid,3,https://www.pisos.com/comprar/piso-el_cerrillo-90094584986_108900/,Profesional,149.000 , XA418-VMF10 - C/ STO. TOMÁS AQUINO,90,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-numancia28038-92577738390_108900/,Profesional,128.000 , XA422-VM7 - ALFONSO XLLL,74,Pisos
1,Distrito San Blas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-san_blas_canillejas28022-92567497706_101800/,Profesional,168.000 , IF6617-627,59,Pisos
4,Villaviciosa de Odón,Madrid,5,https://www.pisos.com/comprar/chalet-castillo_campodon-945856909464554_109700/,Profesional,350.000 , 4998429-C50590,153,Pisos
3,Arganda del Rey,Madrid,3,https://www.pisos.com/comprar/casa-arganda_del_rey_centro-90864706087_100500/,Profesional,250.000 , SA668-13527/2328,254,Pisos
3,San Sebastián de los Reyes,Madrid,4,https://www.pisos.com/comprar/casa_adosada-ensanche_praderon_alamillos28702-92565950871_106000/,Profesional,350.000 , NI90-7694,175,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/chalet-puente_de_vallecas_entrevias28053-92523562621_108900/,Profesional,135.000 , XA426-VM3 - BENAMEJI (2),89,Pisos
3,Arroyomolinos,Madrid,4,https://www.pisos.com/comprar/casa-zona_bulevar-92504528293_188500/,Profesional,, 41885-D-25,196,Pisos
2,Navalcarnero,Madrid,2,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-90069270648_100500/,Profesional,149.000 , SA155-NAV2389,130,Pisos
5,San Sebastián de los Reyes,Madrid,5,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-90886182811_106000/,Profesional,1.250.000 , NI90-7438,503,Pisos
4,Distrito Chamartín. Madrid Capital,Madrid,5,https://www.pisos.com/comprar/casa_pareada-nueva_espana28016-92538044589_101800/,Profesional,1.650.000 , IF5248-2970,372,Pisos
3,Distrito Fuencarral-El Pardo. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-fuencarral_el_pardo_valverde28034-93414732413_108900/,Profesional,129.000 , XA415-VMF15 - ISLA DE FORMOSA,35,Pisos
2,Distrito Centro. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-816868144_390800/,Profesional,269.000 , 3908-032727,70,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-san_diego28053-92529831399_100500/,Profesional,79.000 , SA1403-418,30,Pisos
2,Distrito Centro. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-87534601938_390800/,Profesional,298.000 , 3908-032780,85,Pisos
2,Móstoles,Madrid,4,https://www.pisos.com/comprar/piso-sur_este-92584330370_998328/,Profesional,186.000 , 4998328-J012,134,Pisos
2,Valdemoro,Madrid,2,https://www.pisos.com/comprar/piso-valdemoro_estacion-9113098299_109700/,Profesional,174.500 , 4994052-13862528,80,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-san_diego28053-93430931335_100500/,Profesional,85.000 , SA1403-424,43,Pisos
3,Arroyomolinos,Madrid,4,https://www.pisos.com/comprar/casa_pareada-arroyomolinos_zarzalejo-84253242154_101800/,Profesional,332.500 , IF5858-3075,283,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-palomeras_bajas28018-91765855743_108900/,Profesional,170.000 , XA430-VM6 - VIOLETERA,99,Pisos
3,Loeches,Madrid,4,https://www.pisos.com/comprar/casa_pareada-loeches_centro_urbano-83358731653_515811/,Profesional,330.000 , 515811-000133,210,Pisos
